Taxon,State,Age,Stage,Max_age,Min_age,Formation,Group,Comments
Styracosaurus,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Styracosaurus,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Thescelosaurus,Alberta,Cretaceous,,79.2,79,Dinosaur Park,Two Medicine,
Thescelosaurus,Alberta,Cretaceous,,79.2,79,Dinosaur Park,Two Medicine,
Thescelosaurus,Alberta,Cretaceous,,79.2,79,Dinosaur Park,Two Medicine,
Thescelosaurus,Alberta,Cretaceous,,79.2,79,Dinosaur Park,Two Medicine,
Triceratops,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.7,79,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.7,79.5,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.7,79,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.7,79,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.7,79,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.2,79,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.2,79,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.2,79,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.2,79,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.2,79,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.7,79,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.7,79,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,79.7,79,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Troodon,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Tyrannosaurus,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Tyrannosaurus,Alberta,Cretaceous,,82.1,81.9,Dinosaur Park,Two Medicine,
Unescoceratops,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Vagaceratops,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Vagaceratops,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Vagaceratops,Alberta,Cretaceous,,84.9,70.6,Dinosaur Park,Two Medicine,
Velociraptor,Alberta,Cretaceous,,82.1,81.9,Dinosaur Park,Two Medicine,
Zapsalis,Alberta,Cretaceous,,79.7,79.5,Dinosaur Park,Two Medicine,
Zapsalis,Alberta,Cretaceous,,79.7,79.5,Dinosaur Park,Two Medicine,
Zapsalis,Alberta,Cretaceous,,79.7,79.5,Dinosaur Park,Two Medicine,
Ankylosaurus,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Ankylosaurus,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Ankylosaurus,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Ankylosaurus,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Ankylosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,70.4,Ferris,St Mary River,
Dromaeosaurus,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Dromaeosaurus,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Dromaeosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,70.4,Ferris,St Mary River,
Edmontonia,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Edmontonia,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Edmontonia,Wyoming,Cretaceous,Maastrichtian,70.6,70.4,Ferris,St Mary River,
Edmontonia,Wyoming,Cretaceous,Maastrichtian,70.6,70.4,Ferris,St Mary River,
Ornithomimus,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.6,70.4,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.6,70,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.6,70.4,Ferris,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.6,70.4,Ferris,St Mary River,
Struthiomimus,Wyoming,Cretaceous,Maastrichtian,70.6,70.4,Ferris,St Mary River,
Stygimoloch,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Ferris,St Mary River,
Troodon,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Troodon,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Troodon,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Troodon,Wyoming,Cretaceous,Maastrichtian,70.6,70,Ferris,St Mary River,
Troodon,Wyoming,Cretaceous,Maastrichtian,70.6,70.4,Ferris,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Ferris,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.2,70,Ferris,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,70.4,Ferris,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,70.4,Ferris,St Mary River,
Aublysodon,Alberta,Cretaceous,,81.3,81.1,Foremost,Two Medicine,
Colepiocephale,Alberta,Cretaceous,,76.8,75.3,Foremost,Two Medicine,
Colepiocephale,Alberta,Cretaceous,,76.8,75.3,Foremost,Two Medicine,
Colepiocephale,Alberta,Cretaceous,,76.8,75.3,Foremost,Two Medicine,
Colepiocephale,Alberta,Cretaceous,,76.8,75.3,Foremost,Two Medicine,
Dromaeosaurus,Alberta,Cretaceous,,76.8,75.3,Foremost,Two Medicine,
Paronychodon,Alberta,Cretaceous,,81.3,76.2,Foremost,Two Medicine,
Paronychodon,Alberta,Cretaceous,,81.3,76.2,Foremost,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,81.3,76.2,Foremost,Two Medicine,
Richardoestesia,Alberta,Cretaceous,,81.3,81.1,Foremost,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,81.3,76.2,Foremost,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,81.3,76.2,Foremost,Two Medicine,
Saurornitholestes,Alberta,Cretaceous,,81.3,81.1,Foremost,Two Medicine,
Xenoceratops,Alberta,Cretaceous,,76.8,75.3,Foremost,Two Medicine,
Hadrosaurus,Alberta,Cretaceous,,70.6,66.043,Frenchman,St Mary River,
Nodosaurus,Wyoming,Cretaceous,Cenomanian,99.7,94.3,Frontier,Frontier,
Stegopelta,Wyoming,Cretaceous,,105.3,94.3,Frontier,Frontier,
Acheroraptor,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Anatotitan,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Anatotitan,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Ankylosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Ankylosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Ankylosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Avisaurus,Montana,Cretaceous,Maastrichtian,66.9,66.7,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,66.9,66.7,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Chirostenotes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Dromaeosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontonia,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,67.7,67.5,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,69.4,67.5,Hell Creek,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,69.4,69.2,Hell Creek,St Mary River,
Leptoceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Leptoceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Nanotyrannus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Nanotyrannus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Ornithomimus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Orodromeus,Montana,Cretaceous,Maastrichtian,69.4,69.2,Hell Creek,St Mary River,
Pachycephalosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Pachycephalosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Pachycephalosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Pachycephalosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Pachycephalosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Pachycephalosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,67.3,67.1,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,67.7,67.5,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,67.7,67.5,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,67.7,67.5,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,68.1,67.9,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Paronychodon,Montana,Cretaceous,Maastrichtian,69.4,69.2,Hell Creek,St Mary River,
Pectinodon,Montana,Cretaceous,Maastrichtian,67.7,67.5,Hell Creek,St Mary River,
Pectinodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Prenocephale,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Saurornitholestes,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Stegoceras,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Stegoceras,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Stygimoloch,Montana,Cretaceous,Maastrichtian,69.8,69.6,Hell Creek,St Mary River,
Stygimoloch,Montana,Cretaceous,Maastrichtian,70.2,69.6,Hell Creek,St Mary River,
Stygimoloch,Montana,Cretaceous,Maastrichtian,70.2,69.6,Hell Creek,St Mary River,
Stygimoloch,Montana,Cretaceous,Maastrichtian,70.2,69.6,Hell Creek,St Mary River,
Stygimoloch,Montana,Cretaceous,Maastrichtian,70.2,69.6,Hell Creek,St Mary River,
Stygimoloch,Montana,Cretaceous,Maastrichtian,70.2,69.6,Hell Creek,St Mary River,
Stygimoloch,Montana,Cretaceous,Maastrichtian,70.2,69.6,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,67.3,67.1,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,67.7,67.5,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,68.1,67.9,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,69.4,69.2,Hell Creek,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.2,69.6,Hell Creek,St Mary River,
Troodon,Montana,Cretaceous,Maastrichtian,68.1,67.9,Hell Creek,St Mary River,
Troodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Troodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Troodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Troodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.2,69.6,Hell Creek,St Mary River,
Ugrosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Zapsalis,Montana,Cretaceous,Maastrichtian,70.6,66.043,Hell Creek,St Mary River,
Albertonykus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Albertosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Albertosaurus,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Albertosaurus,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Albertosaurus,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Albertosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Albertosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Albertosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Albertosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Anchiceratops,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Anchiceratops,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Ankylosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Anodontosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Anodontosaurus,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Anodontosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Anodontosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Anodontosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Anodontosaurus,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Anodontosaurus,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Anodontosaurus,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Anodontosaurus,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Arrhinoceratops,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Arrhinoceratops,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Arrhinoceratops,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Atrociraptor,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Atrociraptor,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Atrociraptor,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Atrociraptor,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Daspletosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Edmontonia,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Edmontosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Edmontosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Edmontosaurus,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Edmontosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Edmontosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Edmontosaurus,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Eotriceratops,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Epichirostenotes,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Euoplocephalus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Euoplocephalus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Euoplocephalus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Euoplocephalus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Hypacrosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Hypacrosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Hypacrosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Hypacrosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
