Taxon,State,Age,Stage,Max_age,Min_age,Formation,Group,Comments
Hypacrosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Hypacrosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Hypacrosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Montanoceratops,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Ornithomimus,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Ornithomimus,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Ornithomimus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Ornithomimus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Ornithomimus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Ornithomimus,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Ornithomimus,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Pachyrhinosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Pachyrhinosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Pachyrhinosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Pachyrhinosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Parksosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Parksosaurus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Paronychodon,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Paronychodon,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Richardoestesia,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Richardoestesia,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Richardoestesia,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Richardoestesia,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Richardoestesia,Alberta,Cretaceous,,84.9,70.6,Horseshoe Canyon,Horseshoe Canyon,
Saurolophus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Saurolophus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Saurolophus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Saurolophus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Saurornitholestes,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Struthiomimus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Struthiomimus,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Troodon,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Troodon,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Troodon,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Troodon,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Troodon,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Troodon,Alberta,Cretaceous,,70.6,66.043,Horseshoe Canyon,Horseshoe Canyon,
Troodon,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Troodon,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Troodon,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Atrociraptor,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Richardoestesia,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Troodon,Alberta,Cretaceous,,84.9,66.043,Horseshoe Canyon,Horseshoe Canyon,
Albertaceratops,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Albertosaurus,Montana,Cretaceous,Campanian,80.5,72.5,Judith River,Two Medicine,
Avaceratops,Montana,Cretaceous,Campanian,80.9,80.7,Judith River,Two Medicine,
Brachyceratops,Alberta,Cretaceous,,84.9,70.6,Judith River,Two Medicine,
Brachylophosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Brachylophosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Centrosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Centrosaurus,Montana,Cretaceous,Campanian,80.9,80.7,Judith River,Two Medicine,
Ceratops,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Chasmosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Chirostenotes,Montana,Cretaceous,Campanian,80.9,80.7,Judith River,Two Medicine,
Chirostenotes,Montana,Cretaceous,Campanian,80.9,80.7,Judith River,Two Medicine,
Corythosaurus,Montana,Cretaceous,Campanian,80.9,80.7,Judith River,Two Medicine,
Dromaeosaurus,Montana,Cretaceous,Campanian,80.9,73.3,Judith River,Two Medicine,
Dromaeosaurus,Montana,Cretaceous,Campanian,80.9,76.2,Judith River,Two Medicine,
Dromaeosaurus,Montana,Cretaceous,Campanian,80.9,76.2,Judith River,Two Medicine,
Dromaeosaurus,Montana,Cretaceous,Campanian,80.9,80.7,Judith River,Two Medicine,
Edmontonia,Montana,Cretaceous,Campanian,76,75.7,Judith River,Two Medicine,
Edmontonia,Montana,Cretaceous,Campanian,76.8,76.6,Judith River,Two Medicine,
Euoplocephalus,Montana,Cretaceous,Campanian,80.5,72.5,Judith River,Two Medicine,
Euoplocephalus,Montana,Cretaceous,Campanian,76.8,76.6,Judith River,Two Medicine,
Euoplocephalus,Montana,Cretaceous,Campanian,80.9,80.7,Judith River,Two Medicine,
Gorgosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Hadrosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Judiceratops,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Kritosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Kritosaurus,Alberta,Cretaceous,,84.9,70.6,Judith River,Two Medicine,
Kritosaurus,Alberta,Cretaceous,,84.9,70.6,Judith River,Two Medicine,
Kritosaurus,Alberta,Cretaceous,,84.9,70.6,Judith River,Two Medicine,
Medusaceratops,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Mercuriceratops,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Monoclonius,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Monoclonius,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Monoclonius,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Ornithomimus,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Orodromeus,Montana,Cretaceous,Campanian,76,75.7,Judith River,Two Medicine,
Parasaurolophus,Montana,Cretaceous,Campanian,80.9,80.7,Judith River,Two Medicine,
Paronychodon,Montana,Cretaceous,Campanian,76,75.7,Judith River,Two Medicine,
Saurornitholestes,Montana,Cretaceous,Campanian,78,77.8,Judith River,Two Medicine,
Saurornitholestes,Montana,Cretaceous,Campanian,80.9,76.2,Judith River,Two Medicine,
Saurornitholestes,Montana,Cretaceous,Campanian,80.9,76.2,Judith River,Two Medicine,
Saurornitholestes,Montana,Cretaceous,Campanian,80.9,76.2,Judith River,Two Medicine,
Saurornitholestes,Montana,Cretaceous,Campanian,80.9,76.2,Judith River,Two Medicine,
Saurornitholestes,Montana,Cretaceous,Campanian,80.9,80.7,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,75.5,75.3,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,75.5,75.3,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,76,75.7,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,76.8,75.3,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,76.8,75.3,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,76.8,75.3,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,76.8,76.6,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Stegoceras,Montana,Cretaceous,Campanian,80.9,80.7,Judith River,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,76,75.7,Judith River,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,80.9,76.2,Judith River,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,80.9,76.2,Judith River,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,80.9,76.2,Judith River,Two Medicine,
Troodon,Montana,Cretaceous,Campanian,80.9,80.7,Judith River,Two Medicine,
Tyrannosaurus,Montana,Cretaceous,Campanian,84.9,70.6,Judith River,Two Medicine,
Albertosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Ankylosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Ankylosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Ankylosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Dromaeosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Dromaeosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Dryptosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Dryptosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Dryptosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Dryptosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Dryptosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Dryptosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,66.5,66.3,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,67.3,67.1,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Nanotyrannus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Ornithomimus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Ornithomimus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Ornithomimus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Ornithomimus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Ornithomimus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Ornithomimus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Pachycephalosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Pachycephalosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Pachycephalosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Pachycephalosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Pachycephalosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Pachycephalosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,67.3,67.1,Lance,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Paronychodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Pectinodon,Wyoming,Cretaceous,Maastrichtian,67.3,67.1,Lance,St Mary River,
Pectinodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Pectinodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Pectinodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Saurornithoides,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Saurornitholestes,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Thescelosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Thescelosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Thescelosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Thescelosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Thescelosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Thescelosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Thescelosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Torosaurus,Wyoming,Cretaceous,Maastrichtian,66.5,66.3,Lance,St Mary River,
Torosaurus,Wyoming,Cretaceous,Maastrichtian,66.5,66.3,Lance,St Mary River,
Triceratops,Montana,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,66.5,66.3,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,67.3,67.1,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Troodon,Montana,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Troodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Troodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Troodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Troodon,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Tyrannosaurus,Montana,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Tyrannosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Zapsalis,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Lance,St Mary River,
Edmontosaurus,Colorado,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Edmontosaurus,Colorado,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Edmontosaurus,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Thescelosaurus,Colorado,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Torosaurus,Colorado,Cretaceous,Maastrichtian,66.5,66.3,Laramie,Wapiti,
Triceratops,Colorado,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Triceratops,Colorado,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Triceratops,Wyoming,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Tyrannosaurus,Colorado,Cretaceous,Maastrichtian,70.6,66.043,Laramie,Wapiti,
Daspletosaurus,Wyoming,Cretaceous,Campanian,75.5,75.3,Mesaverde,Two Medicine,
Paronychodon,Wyoming,Cretaceous,Campanian,75.5,75.3,Mesaverde,Two Medicine,
Paronychodon,Wyoming,Cretaceous,Campanian,77.2,77,Mesaverde,Two Medicine,
Saurornitholestes,Wyoming,Cretaceous,Campanian,75.5,75.3,Mesaverde,Two Medicine,
Acrotholus,Alberta,Cretaceous,,85.8,84.9,Milk River,Milk River,Based on a dome but described by Dave Evans
Gryphoceratops,Alberta,Cretaceous,,85.8,84.9,Milk River,Milk River,Partial dentary described by Ryan et al. 
Albertaceratops,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Albertadromeus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Albertosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Anchiceratops,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Aublysodon,Alberta,Cretaceous,,81.3,76.2,Oldman,Two Medicine,
Aublysodon,Alberta,Cretaceous,,80.9,76.2,Oldman,Two Medicine,
Brachylophosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Centrosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Centrosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Centrosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Chasmosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Chasmosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Coronosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Coronosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Corythosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Daspletosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Daspletosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Daspletosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Daspletosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Daspletosaurus,Alberta,Cretaceous,,84.9,70.6,Oldman,Two Medicine,
Dromaeosaurus,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Dromaeosaurus,Alberta,Cretaceous,,78.8,78.6,Oldman,Two Medicine,
Dromaeosaurus,Alberta,Cretaceous,,80.9,76.2,Oldman,Two Medicine,
Dromaeosaurus,Alberta,Cretaceous,,80.9,76.2,Oldman,Two Medicine,
Dromaeosaurus,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
Dromaeosaurus,Alberta,Cretaceous,,79.2,79,Oldman,Two Medicine,
