collection_no,source_database,collection.authorizer,family_name,occurrence.genus_reso,occurrence.genus_name,original.genus_reso,original.genus_name,abund_value,abund_unit,occurrence.reference_no,original.reference_no,collection.reference_no,country,state,county,latdec,lngdec,period,epoch,subepoch,stage,10_my_bin,max_interval,min_interval,ma_max,ma_min,ma_mid,geological_group,formation,member,stratcomments,lithdescript,lithadj,lithadj2,environment,geology_comments,,,,,,,
52475,ETE,M. Carrano,,,Struthiomimus,,,1,individuals,10410,,13165,Canada,Alberta,,50.6,-111.62,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,,,,,terrestrial indet.,,,,,,,,
52475,ETE,M. Carrano,Dromaeosauridae,n. gen.,Dromaeosaurus,,,1,individuals,13165,,13165,Canada,Alberta,,50.6,-111.62,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,,,,,terrestrial indet.,,,,,,,,
52475,ETE,M. Carrano,Hadrosauridae,n. gen.,Lambeosaurus,n. gen.,Procheneosaurus,1,individuals,12319,,13165,Canada,Alberta,,50.6,-111.62,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,,,,,terrestrial indet.,,,,,,,,
52487,ETE,M. Carrano,Ceratopsidae,n. gen.,Styracosaurus,,,1,individuals,17544,,17544,Canada,Alberta,,50.747826,-111.395147,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.; stratigraphic position estimated from Fig. 4 in ref 26153,"""a thick layer of light grey clayey sandstone"" w/plant matter",gray,,"""channel""",,,,,,,,
53976,ETE,M. Carrano,Pachycephalosauridae,,Stegoceras,,Troodon,1,individuals,14571,,14571,Canada,Alberta,,50.815033,-111.595359,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,76.8,75.3,76.05,Belly River,Dinosaur Park,,"originally assigned to the Oldman Fm. and the ""Pale"" beds of the Belly River Series","""sandstone, plant matter""","""cross stratification""",,channel lag,,,,,,,,
55317,ETE,M. Carrano,Hadrosauridae,,Gryposaurus,,Kritosaurus,1,individuals,16964,61483,61483,Canada,Alberta,,50.739852,-111.514576,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,"also described as the ""pale beds"" of the Belly River Formation",,,,terrestrial indet.,,,,,,,,
55352,ETE,M. Carrano,Ceratopsidae,,Centrosaurus,cf.,Monoclonius,91,%-specimens,14847,18553,18553,Canada,Alberta,,50.74224,-111.507176,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,,,,,crevasse splay,,,,,,,,
58758,ETE,M. Carrano,Ceratopsidae,,Centrosaurus,,Centrosaurus,1,individuals,15355,51989,51989,Canada,Alberta,,50.749981,-111.468888,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,blue,channel lag,"""channel base""",,,,,,,
58759,ETE,M. Carrano,Hadrosauridae,,Prosaurolophus,,,2,individuals,12319,,12319,Canada,Alberta,,50.737042,-111.494734,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to Oldman Fm.,,,,terrestrial indet.,,,,,,,,
58760,ETE,M. Carrano,Hadrosauridae,,Corythosaurus,,Corythosaurus,2,individuals,33225,12319,12319,Canada,Alberta,,50.738667,-111.532065,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,"""channel""",,,,,,,,
58901,ETE,M. Carrano,Nodosauridae,n. gen.,Panoplosaurus,,,1,individuals,26783,,26783,Canada,Alberta,,50.733893,-111.511648,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,"""sandstone, plant matter, claystone""",,,channel lag,,,,,,,,
58902,ETE,M. Carrano,Nodosauridae,,Edmontonia,,Palaeoscincus,1,individuals,15355,36144,36144,Canada,Alberta,,50.736919,-111.504482,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,"""sandstone, plant matter""",,,"""channel""",,,,,,,,
58903,ETE,M. Carrano,Hadrosauridae,,Corythosaurus,,Tetragonosaurus,3,specimens,16964,33225,33225,Canada,Alberta,,50.748572,-111.490036,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,coarse channel fill,,,,,,,,
58904,ETE,M. Carrano,Hadrosauridae,,Corythosaurus,,Stephanosaurus,1,individuals,12343,,12343,Canada,Alberta,,50.744593,-111.484751,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,"""sandstone, clay pebbles""",pebbly,,"""channel""","""channel top""",,,,,,,
58905,ETE,M. Carrano,Hadrosauridae,,Corythosaurus,,,1,individuals,12343,,12343,Canada,Alberta,,50.746986,-111.444918,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,"""channel""",,,,,,,,
58906,ETE,M. Carrano,Hadrosauridae,,Corythosaurus,,,1,specimens,12319,,12319,Canada,Alberta,,50.747425,-111.444143,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,"""channel""","""shallow channel""",,,,,,,
58909,ETE,M. Carrano,Ceratopsidae,,Chasmosaurus,,,1,individuals,33225,,12314,Canada,Alberta,,50.811378,-111.585434,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.  ,"""ss. with veg., scattered small bone, clayballs""",,,"""channel""","""top of active channel""",,,,,,,
58910,ETE,M. Carrano,Ceratopsidae,,Centrosaurus,,Centrosaurus,1,individuals,16982,33225,33225,Canada,Alberta,,50.756885,-111.429772,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to Oldman Fm.,,,,terrestrial indet.,,,,,,,,
58911,ETE,M. Carrano,Hadrosauridae,,Lambeosaurus,,Lambeosaurus,1,individuals,19383,33225,12319,Canada,Alberta,,50.762273,-111.426971,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,"""channel""","""channel top""",,,,,,,
58912,ETE,M. Carrano,Ceratopsidae,,Chasmosaurus,,Chasmosaurus,1,individuals,12314,,12314,Canada,Alberta,,50.800126,-111.630716,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,"""sandstone, plant matter, claystone""",,,"""channel""","""channel top""",,,,,,,
58912,ETE,M. Carrano,Caenagnathidae,,Caenagnathus,cf.,Caenagnathus,1,individuals,54018,53050,12314,Canada,Alberta,,50.800126,-111.630716,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,"""sandstone, plant matter, claystone""",,,"""channel""","""channel top""",,,,,,,
58913,ETE,M. Carrano,Tyrannosauridae,,Gorgosaurus,,Gorgosaurus,1,individuals,62727,33225,33225,Canada,Alberta,,50.806855,-111.620219,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,"""sandstone, claystone, siltstone""",,,fine channel fill,,,,,,,,
58943,ETE,M. Carrano,Hadrosauridae,,Corythosaurus,,,1,individuals,12319,,12319,Canada,Alberta,,50.801424,-111.614982,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,terrestrial indet.,,,,,,,,
58944,ETE,M. Carrano,Tyrannosauridae,,Gorgosaurus,,Gorgosaurus,1,individuals,15355,33225,33225,Canada,Alberta,,50.803992,-111.61222,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,coarse channel fill,,,,,,,,
58945,ETE,M. Carrano,Ceratopsidae,,Centrosaurus,,Centrosaurus,1,individuals,16982,33225,12314,Canada,Alberta,,50.789829,-111.61388,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,coarse channel fill,,,,,,,,
58946,ETE,M. Carrano,Hadrosauridae,,Gryposaurus,,Kritosaurus,1,individuals,16982,12319,12319,Canada,Alberta,,50.79462,-111.60577,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.2,84,84.1,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,"""channel""",,,,,,,,
58947,ETE,M. Carrano,Hadrosauridae,n. gen.,Gryposaurus,,,,,17546,,17546,Canada,Alberta,,50.793125,-111.597365,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.2,84,84.1,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,"""channel""",,,,,,,,
58950,ETE,M. Carrano,Ceratopsidae,,Centrosaurus,,Ceratops,1,individuals,16982,36144,36144,Canada,Alberta,,50.73289,-111.508662,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,channel lag,,,,,,,,
58951,ETE,M. Carrano,Nodosauridae,,Panoplosaurus,,Edmontonia,1,individuals,7748,26782,65446,Canada,Alberta,,50.733115,-111.50865,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,"originally assigned to the Oldman Fm., ""Pale"" beds of Belly River Series",,,,"""channel""",,,,,,,,
58952,ETE,M. Carrano,Ceratopsidae,,Centrosaurus,,Centrosaurus,1,individuals,16982,33225,12314,Canada,Alberta,,50.748851,-111.465999,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to Oldman Fm.,"""sandstone with many clayballs""",,,"""channel""","""low in channel""",,,,,,,
58953,ETE,M. Carrano,Hadrosauridae,,Prosaurolophus,,Prosaurolophus,2,specimens,33225,12319,12319,Canada,Alberta,,50.761024,-111.566119,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,channel lag,"""channel base""",,,,,,,
58954,ETE,M. Carrano,Ceratopsidae,,Chasmosaurus,,Chasmosaurus,1,individuals,16982,33225,12314,Canada,Alberta,,50.733046,-111.566533,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to Oldman Fm.,,,,terrestrial indet.,,,,,,,,
58955,ETE,M. Carrano,Hadrosauridae,,Lambeosaurus,,Lambeosaurus,1,individuals,15355,33225,33225,Canada,Alberta,,50.820875,-111.631805,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,"""sandstone, clay pebbles""",pebbly,,"""channel""","""shallow channel""",,,,,,,
58957,ETE,M. Carrano,Ankylosauridae,,Euoplocephalus,informal,Ankylosauria,1,individuals,15355,33225,33225,Canada,Alberta,,50.729923,-111.42549,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,cross-bedded sandstone with clay balls and vegetation,"""cross stratification""",,"""channel""",channel base,,,,,,,
58962,ETE,M. Carrano,Ceratopsidae,,Centrosaurus,,Monoclonius,1,individuals,17197,,17197,Canada,Alberta,,50.820879,-111.602049,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,"""cross stratification""",,"""channel""",,,,,,,,
59004,ETE,M. Carrano,Ankylosauridae,,Euoplocephalus,,,1,individuals,12046,,12046,Canada,Alberta,,50.825855,-111.594503,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,"""channel""",,,,,,,,
59006,ETE,M. Carrano,Ceratopsidae,,Kosmoceratops,,Chasmosaurus,1,individuals,59189,18595,12314,Canada,Alberta,,50.789942,-111.609582,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.; bottom 10 m of Dinosaur Park Fm.,,,,channel lag,"""channel base""",,,,,,,
59007,ETE,M. Carrano,Hadrosauridae,,Corythosaurus,,Tetragonosaurus,1,individuals,12118,,12118,Canada,Alberta,,50.792443,-111.605813,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,sandstone with clay pebbles,pebbly,,"""channel""",,,,,,,,
59008,ETE,M. Carrano,Hadrosauridae,,Corythosaurus,,Corythosaurus,1,individuals,54993,33225,33225,Canada,Alberta,,50.570576,-111.511134,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to Oldman Fm.,sandstone with clay pebbles,pebbly,,channel lag,,,,,,,,
59009,ETE,M. Carrano,Hadrosauridae,,Corythosaurus,,,1,individuals,12319,,12319,Canada,Alberta,,50.733755,-111.513928,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,"""sandstone, plant matter, claystone""",,,"""channel""",,,,,,,,
59012,ETE,M. Carrano,Hadrosauridae,,Gryposaurus,?,Gryposaurus,1,individuals,16982,33225,33225,Canada,Alberta,,50.783,-111.36374,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,channel lag,"""channel base""",,,,,,,
59013,ETE,M. Carrano,Hadrosauridae,,Gryposaurus,,Gryposaurus,1,specimens,16982,33225,33225,Canada,Alberta,,50.784405,-111.363013,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,"""channel""",,,,,,,,
59014,ETE,M. Carrano,Ceratopsidae,,Chasmosaurus,,Chasmosaurus,1,individuals,50005,36231,33225,Canada,Alberta,,50.819094,-111.599556,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,"""cross stratification""",,"""channel""",,,,,,,,
59015,ETE,M. Carrano,Ankylosauridae,n. gen.,Scolosaurus,,,1,individuals,26779,,62853,Canada,Alberta,,50.748587,-111.406535,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Middle Campanian,Late/Upper Campanian,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,"""a very fine sand...In some places this sand passes into a fine clay""",fine,fine,"""channel""","originally described as aeolian sands, but probably a channel deposit with the carcass as a float specimen",,,,,,,
59016,ETE,M. Carrano,Ceratopsidae,,Centrosaurus,,Centrosaurus,1,individuals,16982,33225,12314,Canada,Alberta,,50.754902,-111.398268,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.9,70.6,77.75,Belly River,Dinosaur Park,,originally assigned to the Oldman Fm.,,,,terrestrial indet.,,,,,,,,
