Reference
"Hicks, J.F., Obradovich, J.D. and Tauxe, L., 1999. Magnetostratigraphy, isotopic age calibration and intercontinental correlation of the Red Bird section of the Pierre Shale, Niobrara County, Wyoming, USA. Cretaceous Research, 20(1), pp.1-27."
"Hochuli, P.A., Heimhofer, U. and Weissert, H., 2006. Timing of early angiosperm radiation: recalibrating the classical succession. Journal of the Geological Society, 163(4), pp.587-594."
"Jones, D.L., 1963. Upper Cretaceous (Campanian and Maastrichtian) ammonites from southern Alaska. Professional Paper, US Geological Survey, 432, pp.1-53."
"Jud, N.A. and Hickey, L.J., 2013. Potomacapnos apeleutheron gen. et sp. nov., a new Early Cretaceous angiosperm from the Potomac Group and its implications for the evolution of eudicot leaf architecture. American Journal of Botany, 100(12), pp.2437-2449."
"Kennedy, W.J., Landman, N.H., Cobban, W.A. and Johnson, R.O., 2000. Additions to the ammonite fauna of the Upper Cretaceous Navesink Formation of New Jersey. American Museum Novitates, 2000(3306), pp.1-30."
"Kiernan, C.R., 2002. Stratigraphic distribution and habitat segregation of mosasaurs in the Upper Cretaceous of western and central Alabama, with an historical review of Alabama mosasaur discoveries. Journal of Vertebrate Paleontology, 22(1), pp.91-103."
"Kirschbaum, M.A. and Roberts, L.N., 2005. Stratigraphic framework of the Cretaceous Mowry Shale, Frontier Formation and adjacent units, southwestern Wyoming Province, Wyoming, Colorado, and Utah. US Geological Survey Southwestern Wyoming Province Assessment Team, Petroleum systems and geologic assessment of oil and gas in the southwestern Wyoming province, Wyoming, Colorado, and Utah: US Geological Survey digital data series DDS, 69."
"Krumenacker, L.J., 2010. Chronostratigraphy and paleontology of the mid-Cretaceous Wayan Formation of eastern Idaho, with a description of the first Oryctodromeus specimens from Idaho."
"Krystinik, L.F. and DeJarnett, B.B., 1995. Lateral variability of sequence stratigraphic framework in the Campanian and Lower Maastrichtian of the Western Interior Seaway. In: Van Wagoner, J.C., and Bertram, G.T., AAPG Special Publications M64: Sequence Stratigraphy of Foreland Basin Deposits"
"Landman, N.H., Johnson, R.O. and Edwards, L.E., 2004. Cephalopods from the Cretaceous/Tertiary boundary interval on the Atlantic Coastal Plain, with a description of the highest ammonite zones in North America. Part 2. Northeastern Monmouth County, New Jersey. Bulletin of the American Museum of Natural History, 2004(287), pp.1-107."
"Larina, E., Garb, M., Landman, N., Dastas, N., Thibault, N., Edwards, L., Phillips, G., Rovelli, R., Myers, C. and Naujokaityte, J., 2016. Upper Maastrichtian ammonite biostratigraphy of the Gulf Coastal Plain (Mississippi Embayment, southern USA). Cretaceous Research, 60, pp.128-151."
"Lee, Y.N., 1996. A new nodosaurid ankylosaur (Dinosauria: Ornithischia) from the Paw Paw Formation (late Albian) of Texas. Journal of Vertebrate Paleontology, 16(2), pp.232-245."
"Lehman, T.M., Wick, S.L., Beatty, H.L., Straight, W.H. and Wagner, J.R., 2018. Stratigraphy and depositional history of the Tornillo Group (Upper Cretaceous–Eocene) of West Texas. Geosphere, 14(5), pp.2206-2244."
"Leslie, C.E., Peppe, D.J., Williamson, T.E., Heizler, M., Jackson, M., Atchley, S.C., Nordt, L. and Standhardt, B., 2018. Revised age constraints for Late Cretaceous to early Paleocene terrestrial strata from the Dawson Creek section, Big Bend National Park, west Texas. Bulletin, 130(7-8), pp.1143-1163."
"Liu, K., 2007. Sequence stratigraphy and orbital cyclostratigraphy of the Mooreville Chalk (Santonian–Campanian), northeastern Gulf of Mexico area, USA. Cretaceous Research, 28(3), pp.405-418."
"Liu, S.F., Nummedal, D., Yin, P.G. and Luo, H.J., 2005. Linkage of Sevier thrusting episodes and Late Cretaceous foreland basin megasequences across southern Wyoming (USA). Basin Research, 17(4), pp.487-506."
"Loch, J.D. and Bottjer, D.J., 1986. Paleoecology of unusually well-preserved west coast Upper Cretaceous fossil deposit: Point Loma Formation, Carlsbad, California. Am. Assoc. Pet. Geol., Bull.;(United States), 70(CONF-8604187-)."
"Locklair, R.E. and Sageman, B.B., 2008. Cyclostratigraphy of the Upper Cretaceous Niobrara Formation, western interior, USA: a Coniacian–Santonian orbital timescale. Earth and Planetary Science Letters, 269(3-4), pp.540-553."
"Longrich, N.R., 2016. A ceratopsian dinosaur from the Late Cretaceous of eastern North America, and implications for dinosaur biogeography. Cretaceous Research, 57, pp.199-207."
"LUCAS, S.G. and DICKINSON, W.R., 2015. LOWER CRETACEOUS BIVALVES AND THE EXTENT OF THE MURAL TRANSGRESSION, WHETSTONE MOUNTAINS, PIMA COUNTY, ARIZONA. Fossil Record 4: Bulletin 67, 67, p.185."
"Lucas, S.G. and Heckert, A.B., 2005. Distribution, age and correlation of Cretaceous fossil vertebrates from Arizona. Vertebrate Paleontology in Arizona: Bulletin 29, 29, p.104."
"Lucas, S.G., 1993. Vertebrate biochronology of the Jurassic-Cretaceous boundary, North American western interior. Modern Geology, 18(3), pp.371-390."
"Ludvigson, G.A., Joeckel, R.M., Gonzalez, L.A., Gulbranson, E.L., Rasbury, E.T., Hunt, G.J., Kirkland, J.I. and Madsen, S., 2010. Correlation of Aptian-Albian carbon isotope excursions in continental strata of the Cretaceous foreland basin, eastern Utah, USA. Journal of Sedimentary Research, 80(11), pp.955-974."
"Mancini, E.A. and Puckett, T.M., 2005. Jurassic and Cretaceous transgressive-regressive (TR) cycles, northern Gulf of Mexico, USA. Stratigraphy, 2(1), pp.31-48."
"Martin, L.D. and Stewart, J.D., 1982. An ichthyornithiform bird from the Campanian of Canada. Canadian Journal of Earth Sciences, 19(2), pp.324-327."
"McDonald, A.T. and Wolfe, D.G., 2018. A new nodosaurid ankylosaur (Dinosauria: Thyreophora) from the Upper Cretaceous Menefee Formation of New Mexico. PeerJ, 6, p.e5435."
"Michael, D.D., Foreman, B.Z. and Jud, N.A., 2016. Anatomy, systematics, paleoenvironment, growth, and age of the sauropod dinosaur Sonorasaurus thompsoni from the Cretaceous of Arizona, USA. Journal of Paleontology, 90(1), pp.102-132."
"Miller, K.G., Browning, J.V., Aubry, M.P., Babila, T., Baluyot, R.D., Esmeray-Senlet, S., Feigenson, M.D., Karakaya, S., Lombardi, C.J., Makarova, M. and McCreary, S., 2017. Wilson Lake site. Proceedings of the Ocean Drilling Program, Initial Reports 174AX."
"Miller, K.G., Sugarman, P.J., Browning, J.V., Kominz, M.A., Olsson, R.K., Feigenson, M.D. and Hernández, J.C., 2004. Upper Cretaceous sequences and sea-level history, New Jersey coastal plain. GSA Bulletin, 116(3-4), pp.368-393."
"Molenaar, C. M., Cobban, W. A., Merewether, E. A., Pilmore, C. L., Wolfe, D. G. and Holbrook, J. M. 2002. Regional stratigraphic cross section of Cretaceous rocks from east-central Arizona to the Oklahoma pan handle. U.S. Geological Survey. Miscellaneous Field Studies Map MF-2382: sheets, : 1–3."
"Mull, C.G., Houseknecht, D.W., Bird, K.J., 2003. Revised Cretaceous and Tertiary Stratigraphic Nomenclature in the Colville Basin, Northern Alaska, U.S. Geological Survey Professional Paper, vol. 1673 , pp. 51"
"Mumpy, A.J. and Catuneanu, O., 2019. Controls on accommodation during the early-middle Campanian in southern Alberta, western Canada foreland system. Journal of Geodynamics, 129, pp.178-201."
"Ogg, J.G. and Hinnov, L.A., 2012. Chapter 28: Cretaceous, The Geological Timescale."
"Pasch, A.D. and May, K.C., 1997. First occurrence of a hadrosaur (Dinosauria) from the Matanuska Formation (Turonian) in the Talkeetna Mountains of south-central Alaska. Short notes on Alaska geology, 1997, pp.99-109."
"Puckett, T.M., 2005. Santonian-Maastrichtian planktonic foraminiferal and ostracode biostratigraphy of the northern Gulf Coastal Plain, USA. Stratigraphy, 2(2), pp.117-146."
"Raynolds, R.G. and Johnson, K.R., 2003. Synopsis of the stratigraphy and paleontology of the uppermost Cretaceous and lower Tertiary strata in the Denver Basin, Colorado. Rocky Mountain Geology, 38(1), pp.171-181."
"Raynolds, R.G., 2002. Upper Cretaceous and Tertiary stratigraphy of the Denver basin, Colorado. Rocky Mountain Geology, 37(2), pp.111-134."
"Roberts, E.M., Deino, A.L. and Chan, M.A., 2005. 40Ar/39Ar age of the Kaiparowits Formation, southern Utah, and correlation of contemporaneous Campanian strata and vertebrate faunas along the margin of the Western Interior Basin. Cretaceous Research, 26(2), pp.307-318."
"Roehler, H.W., 1990. Stratigraphy of the Mesaverde Group in the central and eastern greater Green River Basin, Wyoming, Colorado, and Utah. U.S. Geological Survey Professional Paper 1508. Washington, pp. 57"
"Rogers, R.R., Kidwell, S.M., Deino, A.L., Mitchell, J.P., Nelson, K. and Thole, J.T., 2016. Age, correlation, and lithostratigraphic revision of the Upper Cretaceous (Campanian) Judith River Formation in its type area (north-central Montana), with a comparison of low-and high-accommodation alluvial records. The Journal of Geology, 124(1), pp.99-135."
"Ross, M.R. and Fastovsky, D.E., 2006. TRANS-ATLANTIC CORRELATIONS OF UPPER CRETACEOUS MARINE SEDIMENTS: THE MID-ATLANTIC (USA) AND MAASTRICT (NETHERLANDS) REGIONS. Northeastern Geology and Environmental Sciences, 28(1), p.34."
"Rowe, T., Cifelli, R.L., Lehman, T.M. and Weil, A., 1992. The Campanian Terlingua local fauna, with a summary of other vertebrates from the Aguja Formation, Trans-Pecos Texas. Journal of Vertebrate Paleontology, 12(4), pp.472-493."
"Sageman, B.B., Singer, B.S., Meyers, S.R., Siewert, S.E., Walaszczyk, I., Condon, D.J., Jicha, B.R., Obradovich, J.D. and Sawyer, D.A., 2014. Integrating 40Ar/39Ar, U-Pb, and astronomical clocks in the Cretaceous Niobrara Formation, Western Interior Basin, USA. Bulletin, 126(7-8), pp.956-973."
"Schwimmer, D.R., Williams, G.D., Dobie, J.L. and Siesser, W.G., 1993. Late Cretaceous dinosaurs from the Blufftown Formation in western Georgia and eastern Alabama. Journal of Paleontology, 67(2), pp.288-296."
"Self-Trail, J.M., Christopher, R.A., Prowell, D.C. and Weems, R.E., 2004, March. The age of dinosaurbearing strata at Phoebus Landing, Cape Fear River, North Carolina. In Geological Society of America Abstracts with Programs (Vol. 36, No. 2, p. 117)."
"Serrano-Branas, C.I., Torres-Rodríguez, E., Reyes-Luna, P.C., González-Ramírez, I. and González-León, C., 2016. A new ornithomimid dinosaur from the Upper Cretaceous Packard Shale formation (Cabullona Group) Sonora, México. Cretaceous Research, 58, pp.49-62."
"Shimer, G.T., Benowitz, J.A., Layer, P.W., McCarthy, P.J., Hanks, C.L. and Wartes, M., 2016. 40Ar/39Ar ages and geochemical characterization of Cretaceous bentonites in the Nanushuk, Seabee, Tuluvak, and Schrader Bluff formations, North Slope, Alaska. Cretaceous Research, 57, pp.325-341."
"Simmons, D., 2018. Sequence Stratigraphy of Campanian-Maastrichtian Strata in Eastern Alabama."
"Skipp, B. and McGrew, L.W., 1949. The Maudlow and Sedan Formations of the Upper Cretaceous Livingston Group on the west edge of the Crazy Mountains Basin, Montana (No. 1422). US Department of the Interior, Geological Survey; Washington, DC."
"Sprain, C.J., Renne, P.R., Clemens, W.A. and Wilson, G.P., 2018. Calibration of chron C29r: New high-precision geochronologic and paleomagnetic constraints from the Hell Creek region, Montana. Bulletin, 130(9-10), pp.1615-1644"
"Sprain, C.J., Renne, P.R., Wilson, G.P. and Clemens, W.A., 2015. High-resolution chronostratigraphy of the terrestrial Cretaceous-Paleogene transition and recovery interval in the Hell Creek region, Montana. Bulletin, 127(3-4), pp.393-409."
"Stringer, G.L., Oman, L.D. and Badger, R.F., 2016. Woodbury Formation (Campanian) in New Jersey yields largest known Cretaceous otolith assemblage of teleostean fishes in North America. Proceedings of the Academy of Natural Sciences of Philadelphia, 165(1), pp.15-36"
"Sugarman, P.J., Miller, K.G., Bukry, D. and Feigenson, M.D., 1995. Uppermost Campanian–Maestrichtian strontium isotopic, biostratigraphic, and sequence stratigraphic framework of the New Jersey Coastal Plain. Geological Society of America Bulletin, 107(1), pp.19-37."
"Sullivan, R.M. and Lucas, S.G., 2006. The Kirtlandian land-vertebrate “age”—faunal composition, temporal position and biostratigraphic correlation in the nonmarine Upper Cretaceous of western North America. New Mexico Museum of Natural History and Science Bulletin, 35, pp.7-29."
"Tanrikulu, S., Doyle, J.A. and Delusina, I., 2018. Early Cretaceous (Albian) spores and pollen from the Glen Rose Formation of Texas and their significance for correlation of the Potomac Group. Palynology, 42(4), pp.438-456."
"Titus, A.L., Powell, J.D., Roberts, E.M., Sampson, S.D., Pollock, S.L., Kirkland, J.I., Albright, L.B., Pederson, J. and Dehler, C.M., 2005. Late Cretaceous stratigraphy, depositional environments, and macrovertebrate paleontology of the Kaiparowits Plateau, Grand Staircase–Escalante National Monument, Utah. Interior Western United States: Geological Society of America Field Guide, 6, pp.101-128."
"Tysdal, R.G. and Nichols, D.J., 1991. Biostratigraphic correlation of Santonian and Campanian formations in the northwestern part of Yellowstone National Park, and the Madison Range and Livingston area of southwestern Montana. US Government Printing Office."
"Vakarelov, B.K., Bhattacharya, J.P. and Nebrigic, D.D., 2006. Importance of high-frequency tectonic sequences during greenhouse times of Earth history. Geology, 34(9), pp.797-800."
"Walaszczyk, I. and Cobban, W.A., 2016. Inoceramid bivalves and biostratigraphy of the upper Albian and lower Cenomanian of the United States Western Interior Basin. Cretaceous Research, 59, pp.30-68."
"Wang, H. and Dilcher, D.L., 2018. Early Cretaceous angiosperm leaves from the Dakota Formation, Hoisington III locality, Kansas, USA. Palaeontologia Electronica, 21, pp.1-49."
"Wick, S.L., Lehman, T.M. and Brink, A.A., 2015. A theropod tooth assemblage from the lower Aguja Formation (early Campanian) of West Texas, and the roles of small theropod and varanoid lizard mesopredators in a tropical predator guild. Palaeogeography, palaeoclimatology, palaeoecology, 418, pp.229-244."
"Winkler, D.A., Murry, P.A. and Jacobs, L.L., 1990. Early Cretaceous (Comanchean) vertebrates of central Texas. Journal of Vertebrate Paleontology, 10(1), pp.95-116."
"Wroblewski, A.F.J., 2003. The Role of the Hanna Basin in Revised Paleogeographic Reconstructions of the Western Interior Sea During the Cretaceous-Tertiary Transition. Wyoming Geological Association Guidebook, 53rd Field Conference. Pp. 17-40"
"Wroblewski, A.F.J., 2006. Relative influences of tectonism, climate, and sea level on valley incision and sedimentary fill: new insights from Upper Cretaceous and Paleocene examples. SEPM Special Publication No. 85, SEPM, pp. 309-326"
"Zartman, R.E., Dyman, T.S., Tysdal, R.G. and Pearson, R.C., 1995. U-Pb ages of volcanogenic zircon from porcellanite beds in the Vaughn Member of the mid-Cretaceous Blackleaf Formation, southwestern Montana. USGS Bull, 2113."
